,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
783,13.05,0.012547,0.10824,-0.006394,0.994025,0.76683,0.135727,-0.248599,-0.002071,-0.107777,-0.003235,0.994168,-0.004985,-0.020798,0.097327,-0.001745,0.151038,0.003282,0.988521,0.521006,0.011871,-0.339127,-0.060146,-0.128719,0.95389,0.2644,0.380133,0.007892,-0.351561,-0.044376,-0.176389,0.307076,0.934142,-0.042325,-0.032911,-0.246441,-0.00787,0.957601,-0.003776,0.287965,-0.532688,-0.015753,-0.151016,0.518799,-0.008595,-0.107853,0.848022,0.42714,0.969093,-0.15098,0.575156,0.011526,-0.229686,0.785052,0.390549,1.061872,-0.58782,0.020088,0.419814,-0.055943,0.905662,0.067789,0.658056,-0.471044,-0.133807,0.348902,0.083573,0.923785,0.76565,0.496304,-0.279889,0.121881,-0.414415,-0.197168,0.880074,-0.121007,0.148603,-0.896447,0.067746,-0.030725,-0.089069,0.993244,0.395483,0.084202,-0.685641
784,13.066667,0.010418,0.108254,-0.004253,0.99406,0.76713,0.135448,-0.247907,-0.002156,-0.107702,-0.003152,0.994176,-0.005002,-0.020813,0.097322,-0.001772,0.150971,0.003203,0.988532,0.520998,0.011869,-0.339123,-0.060209,-0.128884,0.953905,0.264253,0.380126,0.007879,-0.351579,-0.044392,-0.176327,0.307335,0.934068,-0.042313,-0.032893,-0.246435,-0.0078,0.957612,-0.003796,0.287929,-0.532683,-0.01575,-0.151019,0.516431,-0.010968,-0.104868,0.849812,0.422088,0.974355,-0.148777,0.564959,0.021765,-0.22678,0.793044,0.385769,1.064965,-0.5864,0.024257,0.413766,-0.05489,0.908403,0.062683,0.659261,-0.472415,-0.143805,0.320767,0.09382,0.931465,0.760504,0.497639,-0.280165,0.116306,-0.41904,-0.201137,0.877737,-0.12196,0.146833,-0.881939,0.066387,-0.028606,-0.08688,0.993593,0.395335,0.084534,-0.685974
785,13.083333,0.01211,0.107112,-0.003505,0.994167,0.766461,0.135555,-0.248139,-0.002154,-0.107685,-0.00318,0.994178,-0.004984,-0.020812,0.097318,-0.002174,0.150958,0.00292,0.988534,0.52111,0.011874,-0.339082,-0.060224,-0.12874,0.95389,0.264374,0.380128,0.007882,-0.351578,-0.044309,-0.176465,0.307062,0.934136,-0.042346,-0.032911,-0.246448,-0.007844,0.957657,-0.00437,0.287773,-0.532689,-0.015755,-0.151016,0.51457,-0.01002,-0.101817,0.851323,0.416582,0.980047,-0.146674,0.571294,0.018234,-0.223456,0.78953,0.381194,1.067553,-0.584479,0.029668,0.410855,-0.058256,0.909354,0.056495,0.66097,-0.473754,-0.124568,0.350981,0.077974,0.924778,0.753194,0.500391,-0.279077,0.114611,-0.417051,-0.193221,0.880681,-0.124169,0.14482,-0.866438,0.065054,-0.027244,-0.08378,0.993985,0.395054,0.084751,-0.686521
786,13.1,0.009462,0.107431,-0.002358,0.994165,0.766363,0.135357,-0.247929,-0.002148,-0.107722,-0.003181,0.994174,-0.004998,-0.020813,0.097327,-0.00261,0.151963,0.002503,0.98838,0.521209,0.012018,-0.339065,-0.060198,-0.128828,0.953914,0.264249,0.380137,0.007888,-0.351574,-0.044337,-0.176404,0.306815,0.934227,-0.042322,-0.032912,-0.246438,-0.007965,0.957594,-0.003771,0.287988,-0.53269,-0.015752,-0.151017,0.512529,-0.014365,-0.099451,0.85277,0.410486,0.985799,-0.144289,0.566755,0.01949,-0.222082,0.793151,0.375662,1.070827,-0.582523,0.035489,0.405796,-0.06026,0.911284,0.049854,0.662655,-0.475412,-0.134357,0.322449,0.083848,0.933244,0.746507,0.501175,-0.279461,0.098046,-0.39847,-0.188091,0.892318,-0.127411,0.143861,-0.849649,0.067219,-0.021093,-0.083832,0.993986,0.394774,0.085259,-0.686947
787,13.116667,0.009414,0.107681,-0.002527,0.994138,0.766399,0.135373,-0.24799,-0.002133,-0.107755,-0.003205,0.99417,-0.005015,-0.020812,0.097318,-0.001986,0.151462,0.004032,0.988453,0.521186,0.011961,-0.339283,-0.060256,-0.128781,0.953925,0.264219,0.380137,0.007879,-0.351578,-0.044281,-0.176427,0.306968,0.934175,-0.042326,-0.032918,-0.246446,-0.007979,0.957608,-0.004035,0.287935,-0.532684,-0.015754,-0.151012,0.511626,-0.010999,-0.09641,0.853711,0.404065,0.992036,-0.142264,0.564624,0.020093,-0.218723,0.795586,0.369877,1.074077,-0.580681,0.043638,0.403276,-0.065456,0.911691,0.042312,0.664947,-0.476663,-0.131249,0.29394,0.102469,0.941208,0.737361,0.502908,-0.27967,0.097078,-0.410397,-0.180916,0.888493,-0.128768,0.14171,-0.832989,0.065767,-0.020176,-0.079664,0.994445,0.394372,0.085593,-0.687411
788,13.133333,0.009662,0.107494,-0.002562,0.994156,0.766451,0.135371,-0.247904,-0.002153,-0.107713,-0.003176,0.994175,-0.005022,-0.020814,0.09732,-0.00195,0.151528,0.004433,0.988441,0.521252,0.011974,-0.33923,-0.060257,-0.128924,0.953902,0.264233,0.380135,0.007877,-0.351588,-0.044341,-0.176396,0.306819,0.934227,-0.04231,-0.032927,-0.246473,-0.007818,0.95765,-0.0036,0.287806,-0.53268,-0.01576,-0.15101,0.509165,-0.01429,-0.092786,0.855533,0.397314,0.998009,-0.139465,0.563474,0.020023,-0.215024,0.797409,0.363823,1.07727,-0.578753,0.04897,0.399733,-0.07744,0.912041,0.034625,0.666985,-0.478007,-0.127383,0.267381,0.111602,0.948592,0.727135,0.503747,-0.279285,0.087081,-0.407183,-0.174741,0.892236,-0.131164,0.140219,-0.815086,0.065806,-0.01818,-0.07635,0.994741,0.394004,0.086132,-0.687781
789,13.15,0.009754,0.10767,-0.002604,0.994135,0.766423,0.135384,-0.247953,-0.002262,-0.10769,-0.003074,0.994177,-0.005005,-0.020842,0.097333,-0.002061,0.151445,0.003911,0.988456,0.52119,0.011934,-0.339232,-0.060193,-0.128747,0.953919,0.264273,0.380133,0.007876,-0.351583,-0.044402,-0.176373,0.307399,0.934038,-0.042313,-0.032903,-0.246447,-0.007839,0.95764,-0.004229,0.28783,-0.532688,-0.015756,-0.151021,0.507181,-0.015304,-0.088926,0.857103,0.390012,1.003984,-0.136934,0.561381,0.020188,-0.212355,0.799593,0.357637,1.080353,-0.576809,0.060108,0.401355,-0.079763,0.910461,0.025952,0.669297,-0.479709,-0.113186,0.272155,0.111323,0.949067,0.714909,0.503843,-0.280055,0.070536,-0.406238,-0.166412,0.895714,-0.133815,0.139653,-0.796268,0.064277,-0.016842,-0.072326,0.995165,0.393338,0.086216,-0.688258
790,13.166667,0.008351,0.106385,-0.003089,0.994285,0.76667,0.135389,-0.247832,-0.001892,-0.107746,-0.003319,0.994171,-0.004981,-0.020759,0.097292,-0.002168,0.151454,0.003659,0.988455,0.521262,0.011905,-0.33923,-0.060165,-0.128863,0.953865,0.264416,0.380127,0.007885,-0.35158,-0.04454,-0.176451,0.307878,0.933859,-0.042333,-0.032913,-0.246456,-0.007985,0.957593,-0.003763,0.28799,-0.532693,-0.015761,-0.151022,0.505951,-0.015722,-0.087193,0.858,0.382197,1.009699,-0.134376,0.562658,0.018627,-0.209064,0.799601,0.350915,1.083267,-0.574816,0.066866,0.398808,-0.084129,0.910716,0.016874,0.671642,-0.480996,-0.110173,0.253533,0.110084,0.954706,0.701124,0.5038,-0.279464,0.061203,-0.403295,-0.16046,0.89881,-0.136207,0.138572,-0.77707,0.063082,-0.014833,-0.06844,0.995548,0.393053,0.08682,-0.688435
791,13.183333,0.006891,0.10624,-0.00264,0.994313,0.766842,0.135174,-0.247484,-0.001809,-0.107623,-0.003301,0.994185,-0.005002,-0.020738,0.097287,-0.001995,0.151545,0.004264,0.988439,0.521255,0.011959,-0.339273,-0.060184,-0.128747,0.953939,0.264203,0.380136,0.007872,-0.351575,-0.044344,-0.176542,0.306915,0.934168,-0.042348,-0.032908,-0.246448,-0.007911,0.957597,-0.003884,0.287976,-0.532684,-0.015755,-0.151014,0.504682,-0.016828,-0.083741,0.859069,0.374155,1.015059,-0.131416,0.561454,0.019897,-0.206051,0.801197,0.34382,1.086138,-0.572562,0.07386,0.393591,-0.088796,0.912001,0.007508,0.673679,-0.482403,-0.100415,0.190358,0.150314,0.964928,0.68793,0.503071,-0.280309,0.055834,-0.40192,-0.148275,0.901863,-0.138449,0.137518,-0.757252,0.061986,-0.013538,-0.064617,0.995891,0.3924,0.08722,-0.68874
792,13.2,0.007175,0.106955,-0.00389,0.99423,0.766873,0.135156,-0.247942,-0.001813,-0.107598,-0.003257,0.994188,-0.00503,-0.020728,0.097296,-0.001876,0.151494,0.00431,0.988447,0.521213,0.011982,-0.339271,-0.060201,-0.128856,0.953884,0.264344,0.380134,0.007882,-0.351586,-0.044349,-0.176335,0.307053,0.934161,-0.042317,-0.032906,-0.246447,-0.007877,0.957604,-0.003889,0.287955,-0.532688,-0.015759,-0.151021,0.503427,-0.017544,-0.081071,0.860047,0.365629,1.019988,-0.128422,0.560092,0.020128,-0.204085,0.802646,0.33641,1.088749,-0.570205,0.076655,0.388251,-0.098447,0.913068,-0.00257,0.675651,-0.483171,-0.096019,0.209103,0.123617,0.965285,0.673544,0.502473,-0.282845,0.049775,-0.388226,-0.149702,0.907961,-0.141436,0.136326,-0.735548,0.058698,-0.009457,-0.063239,0.996226,0.391312,0.08715,-0.688993
793,13.216667,0.005421,0.109815,-0.002154,0.993935,0.766938,0.135073,-0.24713,-0.001751,-0.107597,-0.003345,0.994187,-0.005026,-0.020716,0.097292,-0.00195,0.151362,0.004004,0.988468,0.521154,0.011943,-0.339256,-0.060255,-0.128886,0.953908,0.26423,0.380137,0.007874,-0.35158,-0.044271,-0.176428,0.307087,0.934136,-0.042323,-0.032919,-0.246444,-0.007884,0.957618,-0.00402,0.287904,-0.532687,-0.015755,-0.151016,0.502801,-0.018309,-0.078398,0.860645,0.356728,1.024407,-0.125236,0.564849,0.009844,-0.196712,0.801345,0.328728,1.09106,-0.567333,0.081723,0.383603,-0.102677,0.914127,-0.013009,0.677035,-0.484216,-0.093744,0.206856,0.103304,0.968375,0.658105,0.501125,-0.284444,0.025638,-0.396323,-0.135887,0.907638,-0.143953,0.135366,-0.71516,0.060442,-0.002387,-0.063327,0.996158,0.390398,0.087856,-0.688755
794,13.233333,0.006644,0.104146,-0.000553,0.99454,0.767286,0.134831,-0.247751,-0.001728,-0.10753,-0.004274,0.994191,-0.004991,-0.02083,0.097221,-0.00213,0.151489,0.003798,0.98845,0.521247,0.011915,-0.339221,-0.060184,-0.128901,0.953845,0.264465,0.380134,0.007892,-0.351579,-0.044365,-0.176443,0.307202,0.934091,-0.042318,-0.032922,-0.246456,-0.007963,0.957595,-0.00394,0.287982,-0.532683,-0.015751,-0.151017,0.502412,-0.018435,-0.076837,0.86101,0.347435,1.028232,-0.12207,0.566264,0.006248,-0.192735,0.801348,0.320576,1.093088,-0.564942,0.090932,0.385877,-0.102962,0.912266,-0.024046,0.678096,-0.48511,-0.067428,0.203568,0.117355,0.969661,0.643106,0.498918,-0.285881,0.012353,-0.395853,-0.127157,0.909384,-0.146737,0.134358,-0.693744,0.079963,0.023235,-0.075258,0.993681,0.388878,0.088994,-0.689566
795,13.25,0.008112,0.103438,-0.000275,0.994603,0.767198,0.134925,-0.247971,-0.001815,-0.107543,-0.003362,0.994193,-0.005047,-0.020737,0.097264,-0.002881,0.150998,0.004213,0.988521,0.521329,0.011817,-0.339326,-0.060116,-0.12878,0.95386,0.264484,0.380127,0.007886,-0.351576,-0.04442,-0.176375,0.30753,0.933994,-0.042307,-0.032911,-0.246442,-0.007778,0.957635,-0.004038,0.28785,-0.532685,-0.015754,-0.151015,0.501966,-0.019881,-0.0738,0.861504,0.337777,1.031395,-0.118489,0.56285,0.008489,-0.190317,0.804305,0.312336,1.094678,-0.561904,0.09787,0.380694,-0.110042,0.912899,-0.035055,0.678561,-0.485738,-0.05685,0.160511,0.119052,0.978177,0.626538,0.49727,-0.285549,0.001235,-0.392993,-0.122078,0.911401,-0.149781,0.133779,-0.671797,,,,,,,
796,13.266667,0.006785,0.104239,-0.000709,0.994529,0.767178,0.134813,-0.247798,-0.001786,-0.107605,-0.003277,0.994187,-0.00502,-0.020721,0.097302,-0.003418,0.150124,0.003221,0.988656,0.521528,0.011835,-0.339429,-0.061642,-0.125374,0.956914,0.254554,0.380238,0.006983,-0.35157,-0.044266,-0.176439,0.307103,0.93413,-0.042319,-0.032918,-0.246445,-0.007919,0.95761,-0.004016,0.287932,-0.532683,-0.015753,-0.151013,0.501452,-0.017982,-0.070697,0.862105,0.327777,1.033869,-0.114908,0.561859,0.007212,-0.187198,0.805742,0.303635,1.095823,-0.558924,0.100513,0.372437,-0.118505,0.914956,-0.046411,0.67819,-0.485628,-0.041381,0.151418,0.12343,0.97986,0.609889,0.494181,-0.286894,-0.017447,-0.394345,-0.10585,0.912679,-0.152455,0.132391,-0.649273,,,,,,,
797,13.283333,0.005592,0.105003,-0.000789,0.994456,0.767155,0.134821,-0.2477,-0.001784,-0.107634,-0.00328,0.994184,-0.005023,-0.020718,0.097296,-0.002856,0.149797,0.003434,0.988707,0.521465,0.011721,-0.339416,,,,,,,,-0.045006,-0.176091,0.309124,0.933493,-0.0422,-0.032778,-0.246325,-0.007946,0.957606,-0.003872,0.287946,-0.532688,-0.015753,-0.151019,0.502303,-0.006488,-0.074398,0.861461,0.317684,1.035349,-0.112033,0.5619,0.006622,-0.185376,0.806139,0.294623,1.096298,-0.555675,0.107164,0.372964,-0.122831,0.913415,-0.058466,0.677045,-0.485539,-0.037574,0.130057,0.118391,0.983696,0.591708,0.491528,-0.287166,-0.038138,-0.392879,-0.093994,0.913979,-0.155225,0.130775,-0.626885,,,,,,,
798,13.3,0.006428,0.104038,-0.002767,0.994549,0.767012,0.135025,-0.247639,-0.001794,-0.107625,-0.003269,0.994185,-0.005027,-0.020721,0.097302,-0.003096,0.148961,0.004013,0.98883,0.521467,0.011795,-0.339326,,,,,,,,-0.045224,-0.176075,0.309511,0.933357,-0.042135,-0.033036,-0.246212,-0.007929,0.957616,-0.004096,0.28791,-0.53268,-0.015746,-0.151014,0.501532,-0.015511,-0.069253,0.862223,0.306924,1.036233,-0.107777,0.56133,0.003512,-0.181996,0.807325,0.285231,1.096057,-0.55259,0.113749,0.366235,-0.127088,0.914757,-0.07014,0.674899,-0.485046,-0.026367,0.133646,0.105267,0.98507,0.574334,0.488221,-0.287583,-0.045781,-0.395389,-0.083883,0.913529,-0.158041,0.130771,-0.604666,,,,,,,
799,13.316667,0.007875,0.10302,-0.004447,0.994638,0.766993,0.135105,-0.248001,-0.001731,-0.107616,-0.003329,0.994186,-0.005017,-0.020713,0.097299,-0.00248,0.149915,0.001132,0.988695,0.521402,0.01168,-0.339661,,,,,,,,-0.046072,-0.176006,0.319777,0.929861,-0.042148,-0.03246,-0.24656,-0.007908,0.9576,-0.003953,0.287967,-0.532685,-0.015751,-0.15102,0.500579,-0.01443,-0.063601,0.863231,0.295298,1.036305,-0.103871,0.559625,0.004065,-0.181327,0.808655,0.275631,1.094986,-0.548938,0.118152,0.36651,-0.123145,0.914629,-0.083093,0.671905,-0.483972,-0.022846,0.127029,0.099983,0.986583,0.556091,0.484773,-0.287444,-0.063756,-0.395752,-0.071369,0.913358,-0.160485,0.129629,-0.582835,,,,,,,
800,13.333333,0.007684,0.103144,-0.004485,0.994627,0.766932,0.135083,-0.247958,-0.001742,-0.107608,-0.003335,0.994186,-0.005012,-0.020714,0.097302,-0.002464,0.14982,0.001203,0.98871,0.521409,0.011659,-0.339659,,,,,,,,-0.04571,-0.175878,0.318888,0.930208,-0.042096,-0.032497,-0.24655,-0.007785,0.957654,-0.004081,0.287786,-0.532688,-0.015753,-0.151018,0.500208,-0.014682,-0.059508,0.863733,0.283838,1.035285,-0.099683,0.559333,0.00119,-0.178304,0.809538,0.265539,1.093035,-0.545575,0.124962,0.371307,-0.125157,0.91151,-0.095917,0.668517,-0.482246,-0.02909,0.101525,0.093045,0.990045,0.536999,0.481531,-0.287488,-0.078086,-0.398835,-0.059855,0.91173,-0.16254,0.127763,-0.562637,0.06824,0.003926,-0.031962,0.997149,0.383346,0.091658,-0.686841
801,13.35,0.008261,0.103236,-0.005554,0.994607,0.766952,0.135145,-0.248072,-0.002023,-0.107504,-0.00217,0.9942,-0.004964,-0.020842,0.097231,-0.002632,0.150482,0.000982,0.988609,0.521322,0.011654,-0.339638,,,,,,,,-0.045923,-0.176076,0.31837,0.930338,-0.042183,-0.032485,-0.246569,-0.007907,0.957626,-0.004078,0.287876,-0.532688,-0.015753,-0.151013,0.499171,-0.014896,-0.057239,0.864483,0.272157,1.033078,-0.095565,0.555969,0.001069,-0.178128,0.811892,0.255141,1.090128,-0.541781,0.127015,0.366121,-0.127288,0.913028,-0.108145,0.663429,-0.479986,-0.01629,0.122232,0.068288,0.990015,0.518925,0.476614,-0.286522,-0.086568,-0.394439,-0.052734,0.913314,-0.16487,0.126092,-0.543206,0.076408,0.004099,-0.05232,0.995695,0.381013,0.093246,-0.685851
802,13.366667,0.009215,0.101765,-0.004457,0.994756,0.766982,0.135409,-0.248367,-0.001747,-0.107624,-0.003177,0.994185,-0.005057,-0.02075,0.097263,-0.001937,0.150923,0.003966,0.988536,0.52118,0.011497,-0.339343,,,,,,,,-0.045787,-0.175907,0.31935,0.930041,-0.042117,-0.032489,-0.246583,-0.007859,0.957625,-0.004179,0.287882,-0.532685,-0.01576,-0.151016,0.499144,-0.013895,-0.054357,0.864701,0.260349,1.029702,-0.091237,0.556284,-0.00004,-0.177022,0.811918,0.244283,1.086464,-0.537889,0.133656,0.364705,-0.127057,0.912679,-0.120577,0.65797,-0.477519,-0.01127,0.121309,0.054441,0.991057,0.499111,0.471063,-0.286162,-0.09381,-0.398039,-0.039156,0.911719,-0.166786,0.123093,-0.525653,0.071024,0.001632,-0.041123,0.996625,0.379423,0.093989,-0.68445
803,13.383333,0.009062,0.100452,-0.003138,0.994896,0.767257,0.135448,-0.248512,-0.001276,-0.107428,-0.003311,0.994207,-0.005025,-0.020845,0.097151,-0.001859,0.151026,0.003722,0.988521,0.521199,0.011511,-0.339359,,,,,,,,-0.045765,-0.175876,0.319334,0.930053,-0.042098,-0.032485,-0.246556,-0.00792,0.957608,-0.003886,0.287939,-0.532688,-0.015757,-0.151017,0.499467,-0.013784,-0.052393,0.864637,0.248257,1.025133,-0.087053,0.566776,-0.005247,-0.180384,0.803865,0.23226,1.08194,-0.533369,0.136666,0.364077,-0.128714,0.912252,-0.133524,0.651745,-0.474254,-0.007719,0.096413,0.054833,0.9938,0.477918,0.464706,-0.286022,-0.094311,-0.401404,-0.032221,0.910463,-0.168063,0.119952,-0.509767,0.077452,0.004066,-0.037176,0.996294,0.378078,0.094799,-0.683338
804,13.4,0.007846,0.103144,-0.004462,0.994626,0.766983,0.135096,-0.24798,-0.001259,-0.1075,-0.003282,0.994199,-0.005061,-0.020844,0.097153,-0.001315,0.152365,0.001805,0.988322,0.521315,0.011412,-0.339509,,,,,,,,-0.045844,-0.175913,0.31963,0.92994,-0.042124,-0.03247,-0.246479,-0.007951,0.957582,-0.003833,0.288025,-0.532683,-0.01576,-0.151019,0.499492,-0.012127,-0.050167,0.86478,0.23597,1.019424,-0.08275,0.558308,-0.001395,-0.175944,0.810762,0.221068,1.07656,-0.529739,0.138651,0.361482,-0.129752,0.912837,-0.146232,0.644859,-0.470524,-0.001792,0.08163,0.04501,0.995644,0.455586,0.457267,-0.284786,-0.092279,-0.397211,-0.027346,0.912666,-0.169574,0.115302,-0.496408,0.090488,0.011291,-0.00617,0.995815,0.378212,0.094595,-0.682391
805,13.416667,0.007752,0.103006,-0.004388,0.994641,0.76698,0.135063,-0.247946,-0.00119,-0.107424,-0.004641,0.994202,-0.005054,-0.020964,0.09711,-0.001274,0.152357,0.001799,0.988323,0.521309,0.011414,-0.339518,,,,,,,,-0.043872,-0.175475,0.306587,0.934499,-0.042372,-0.032725,-0.246645,-0.007946,0.957603,-0.004139,0.287952,-0.532682,-0.015756,-0.151009,0.499181,-0.011571,-0.046991,0.865145,0.22392,1.01225,-0.078646,0.567735,-0.005751,-0.179455,0.803393,0.208057,1.070174,-0.524928,0.139446,0.359543,-0.129979,0.913449,-0.158944,0.637322,-0.466342,-0.010191,0.025818,0.055608,0.998067,0.432579,0.449743,-0.282213,-0.08219,-0.386508,-0.033957,0.917989,-0.171879,0.109559,-0.486427,0.098269,0.016751,0.005209,0.995005,0.377437,0.095866,-0.681181
806,13.433333,0.009189,0.10172,-0.004339,0.994761,0.766975,0.135407,-0.248357,-0.001204,-0.107425,-0.004594,0.994202,-0.005061,-0.020967,0.097102,-0.001503,0.15242,0.001596,0.988313,0.521277,0.011338,-0.33954,,,,,,,,-0.042806,-0.175631,0.30116,0.936282,-0.042511,-0.032847,-0.246738,-0.00796,0.957611,-0.003974,0.287927,-0.532683,-0.015764,-0.151017,0.499367,-0.01118,-0.045793,0.865107,0.211366,1.004324,-0.074382,0.567431,-0.005788,-0.179915,0.803504,0.195221,1.062642,-0.520606,0.140024,0.359708,-0.130252,0.913257,-0.171984,0.629188,-0.462045,-0.003282,0.024305,0.047308,0.998579,0.409203,0.440389,-0.280243,-0.060372,-0.363255,-0.041464,0.928807,-0.177116,0.104526,-0.480429,0.107143,0.020358,0.01371,0.993941,0.376353,0.09731,-0.679941
807,13.45,0.008356,0.102631,-0.004197,0.994676,0.76699,0.135191,-0.248104,-0.001204,-0.107403,-0.004666,0.994204,-0.005029,-0.02095,0.097114,-0.001588,0.152205,0.000926,0.988347,0.521391,0.011361,-0.33959,,,,,,,,-0.045406,-0.176147,0.311392,0.932709,-0.042257,-0.032747,-0.246393,-0.007974,0.957611,-0.003897,0.287929,-0.532688,-0.015763,-0.151017,0.499865,-0.007628,-0.046596,0.864815,0.198262,0.995715,-0.069697,0.567245,-0.006655,-0.181856,0.803192,0.182154,1.053904,-0.516133,0.139103,0.355438,-0.128159,0.915363,-0.184676,0.620557,-0.457688,0.024016,0.08852,0.014609,0.995678,0.385033,0.430653,-0.27782,-0.037328,-0.355582,-0.034432,0.933265,-0.180211,0.101152,-0.474404,0.117594,0.023928,0.023589,0.992493,0.37482,0.098845,-0.678306
808,13.466667,0.007386,0.103179,-0.004574,0.994625,0.766989,0.135023,-0.247895,-0.001257,-0.107051,-0.004185,0.994244,-0.004969,-0.020933,0.097213,-0.001421,0.152192,0.001194,0.988349,0.521397,0.011459,-0.339692,,,,,,,,-0.045429,-0.176058,0.313901,0.931883,-0.042139,-0.03273,-0.24636,-0.007876,0.957622,-0.004128,0.287891,-0.532684,-0.015753,-0.151012,0.497839,-0.002704,-0.04453,0.866121,0.185695,0.986006,-0.064956,0.559453,0.000921,-0.18528,0.807888,0.169653,1.044123,-0.511738,0.138281,0.350621,-0.127688,0.917409,-0.197529,0.611555,-0.453025,0.001443,0.021107,0.013977,0.999679,0.364284,0.418532,-0.273991,-0.009669,-0.35367,-0.03613,0.934622,-0.181777,0.100834,-0.468394,0.130481,0.025385,0.033901,0.990546,0.372786,0.10055,-0.675787
809,13.483333,0.008167,0.103432,-0.006092,0.994584,0.766961,0.135149,-0.248065,-0.001305,-0.107458,-0.004472,0.994199,-0.005051,-0.020925,0.097146,0.000693,0.15366,0.002417,0.988121,0.521152,0.011798,-0.339514,,,,,,,,-0.044963,-0.175884,0.309675,0.933351,-0.042264,-0.032816,-0.246248,-0.007895,0.957632,-0.004156,0.287855,-0.532689,-0.015756,-0.151011,0.496537,-0.001823,-0.046029,0.866793,0.173721,0.974689,-0.060564,0.558046,-0.005221,-0.187037,0.80844,0.157539,1.033455,-0.507459,0.133515,0.341979,-0.128547,0.921249,-0.210478,0.602585,-0.448427,0.01261,0.018982,0.008347,0.999705,0.342767,0.405547,-0.269271,0.017227,-0.355804,-0.037565,0.933647,-0.181862,0.099535,-0.462041,0.146353,0.022979,0.045202,0.987932,0.370336,0.102194,-0.672506
810,13.5,0.007676,0.103329,-0.005199,0.994604,0.766938,0.135091,-0.247948,-0.001596,-0.107483,-0.004211,0.994197,-0.005064,-0.020838,0.097201,0.000691,0.153303,0.002112,0.988177,0.521168,0.011742,-0.339519,,,,,,,,-0.044985,-0.175878,0.30976,0.933323,-0.042264,-0.032855,-0.246293,-0.007989,0.957593,-0.0038,0.287987,-0.532689,-0.015756,-0.151016,0.493926,0.001209,-0.045523,0.868311,0.161049,0.962841,-0.05606,0.558645,-0.011669,-0.188829,0.807541,0.146671,1.021709,-0.503253,0.132727,0.335922,-0.124194,0.924184,-0.223937,0.592986,-0.444645,0.015101,0.015735,-0.004462,0.999752,0.321911,0.389993,-0.263928,0.038619,-0.354593,-0.037274,0.933479,-0.184178,0.098138,-0.457114,0.164483,0.018932,0.05537,0.984643,0.367538,0.103746,-0.668772
811,13.516667,0.007601,0.103263,-0.004769,0.994614,0.766935,0.135078,-0.247936,-0.001966,-0.107652,-0.002041,0.994185,-0.005022,-0.020889,0.097155,0.0034,0.148056,0.001124,0.988972,0.521671,0.011767,-0.338689,,,,,,,,-0.0449,-0.175924,0.309365,0.93345,-0.042217,-0.03289,-0.246329,-0.007973,0.957616,-0.003943,0.287911,-0.53269,-0.015753,-0.15101,0.490446,0.007808,-0.045588,0.870243,0.148054,0.94972,-0.051686,0.560222,-0.019455,-0.190961,0.805796,0.136774,1.009309,-0.499113,0.126141,0.331505,-0.128555,0.926103,-0.237949,0.584566,-0.44015,0.016994,-0.007046,-0.001952,0.999829,0.299996,0.374527,-0.257828,0.061933,-0.361297,-0.032571,0.929822,-0.186728,0.096436,-0.45381,0.182793,0.017774,0.064291,0.980886,0.364524,0.105022,-0.664965
812,13.533333,0.006463,0.103502,-0.00471,0.994597,0.766997,0.134975,-0.247771,-0.00192,-0.107648,-0.001975,0.994185,-0.005019,-0.020885,0.097154,0.003345,0.149838,0.000213,0.988705,0.521679,0.011718,-0.338901,,,,,,,,-0.043942,-0.173767,0.323601,0.929062,-0.043589,-0.031625,-0.246319,-0.007918,0.957624,-0.004176,0.287883,-0.532688,-0.015753,-0.151012,0.488418,0.010685,-0.043679,0.87145,0.135336,0.936034,-0.047447,0.553799,-0.020962,-0.192169,0.8099,0.128101,0.996351,-0.495277,0.121549,0.328449,-0.120434,0.928893,-0.251374,0.575744,-0.437263,-0.012336,-0.052689,-0.012069,0.998462,0.277324,0.358336,-0.25039,0.086506,-0.355525,-0.035762,0.929968,-0.188402,0.094605,-0.449834,0.198964,0.017224,0.070612,0.977308,0.361457,0.106153,-0.661116
