,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
2941,49.016667,0.010698,0.109302,-0.005249,0.993937,0.766435,0.135434,-0.248338,0.001246,0.129467,-0.001877,0.991581,0.145389,-0.020126,0.137874,0.000995,0.265716,0.000895,0.96405,0.542489,0.011465,-0.425663,,,,,,,,,,,,,,,-0.014274,0.533735,-0.012224,0.845443,-0.478275,-0.016879,-0.093189,0.010386,0.003053,-0.14407,0.989508,0.122681,1.497472,-0.225467,0.064812,-0.094524,-0.162514,0.980027,0.07111,1.131406,-0.506111,-0.861158,-0.124457,-0.466982,-0.157624,-0.277277,1.631726,-0.625746,-0.465729,-0.111572,-0.117273,0.869998,0.21894,0.892283,-0.060209,0.282045,-0.702011,0.024832,0.653463,-0.044265,0.121355,-0.66711,-0.014205,-0.283238,-0.063698,0.956826,0.062292,0.089607,-0.317761
2942,49.033333,0.010566,0.109186,-0.005198,0.993952,0.76647,0.135426,-0.248274,0.00116,0.129482,-0.001804,0.991579,0.145382,-0.020109,0.137872,0.001743,0.264978,0.001434,0.964252,0.542464,0.011387,-0.425962,,,,,,,,,,,,,,,-0.014129,0.533711,-0.012297,0.845459,-0.478278,-0.016884,-0.093187,0.012987,0.005419,-0.146655,0.989088,0.131116,1.490629,-0.214404,0.017651,-0.056786,-0.173423,0.983051,0.06717,1.13113,-0.499925,-0.890242,-0.120436,-0.417177,-0.137577,-0.2932,1.636419,-0.572411,-0.433501,-0.080074,-0.123904,0.888996,0.232995,0.870279,-0.071901,0.29301,-0.693624,0.019464,0.657763,-0.054397,0.125014,-0.666613,-0.013796,-0.28158,-0.063944,0.957305,0.0621,0.089522,-0.31786
2943,49.05,0.010729,0.108403,-0.005769,0.994032,0.766223,0.135613,-0.248253,0.001168,0.129464,-0.00173,0.991582,0.145393,-0.020119,0.137871,0.002411,0.264824,0.002199,0.964291,0.542498,0.011319,-0.425849,,,,,,,,,,,,,,,-0.014118,0.533738,-0.012265,0.845443,-0.478275,-0.016881,-0.093186,0.011617,0.010437,-0.147455,0.988945,0.139581,1.483542,-0.204399,0.06546,-0.027399,-0.164909,0.983753,0.062015,1.131273,-0.494697,-0.911557,-0.117039,-0.373738,-0.125242,-0.310874,1.638484,-0.515872,-0.4117,-0.053956,-0.11807,0.902026,0.246949,0.848331,-0.085894,0.301177,-0.682333,0.015347,0.665942,-0.065014,0.128278,-0.666477,-0.014024,-0.27988,-0.064386,0.957771,0.062048,0.08938,-0.318176
2944,49.066667,0.00961,0.10903,-0.005929,0.993974,0.766486,0.135336,-0.248026,0.001057,0.129474,-0.001796,0.991581,0.145398,-0.020117,0.137878,0.002751,0.264805,0.002458,0.964295,0.542496,0.011282,-0.425841,,,,,,,,,,,,,,,-0.014141,0.533746,-0.012354,0.845437,-0.478276,-0.016885,-0.093192,0.01543,0.020378,-0.147029,0.988802,0.146466,1.477191,-0.194102,0.049211,0.00797,-0.167985,0.984528,0.057649,1.131734,-0.489047,-0.931394,-0.127269,-0.327105,-0.096486,-0.323894,1.636477,-0.45656,-0.3778,-0.018506,-0.123192,0.917469,0.260366,0.828142,-0.102072,0.308815,-0.663788,0.011057,0.6811,-0.076288,0.130963,-0.666796,-0.012252,-0.278031,-0.065383,0.958266,0.062303,0.08928,-0.318177
2945,49.083333,0.009838,0.108772,-0.003755,0.994011,0.766623,0.135058,-0.248379,0.00118,0.12948,-0.00195,0.99158,0.145389,-0.020119,0.137873,0.002817,0.264754,0.002601,0.964308,0.542497,0.011278,-0.425832,,,,,,,,,,,,,,,-0.014064,0.533836,-0.012469,0.845379,-0.478282,-0.016889,-0.093189,0.018369,0.025434,-0.145206,0.988904,0.153258,1.470228,-0.184952,0.062391,0.03827,-0.169093,0.982879,0.052648,1.132478,-0.483702,-0.945592,-0.140924,-0.285476,-0.067083,-0.336501,1.630987,-0.392957,-0.361228,-0.002537,-0.11312,0.925588,0.272492,0.809208,-0.120547,0.314316,-0.638048,0.007094,0.702887,-0.088181,0.132922,-0.667632,-0.012751,-0.275842,-0.066376,0.958824,0.06239,0.089128,-0.318522
2946,49.1,0.00918,0.107928,-0.003084,0.994112,0.766615,0.135265,-0.247881,0.001159,0.129474,-0.001845,0.991581,0.145382,-0.020123,0.137872,0.001984,0.265028,0.001709,0.964237,0.542467,0.011369,-0.425923,,,,,,,,,,,,,,,-0.013915,0.533878,-0.012551,0.845354,-0.478279,-0.016889,-0.093186,0.019665,0.030592,-0.143622,0.988964,0.160592,1.463588,-0.17671,0.077418,0.067437,-0.170573,0.979981,0.047371,1.133594,-0.478202,-0.95641,-0.149868,-0.248361,-0.033718,-0.347631,1.621092,-0.325854,-0.324935,0.026478,-0.106596,0.939337,0.283664,0.79294,-0.141474,0.319389,-0.610197,0.013687,0.724888,-0.100906,0.134924,-0.668109,-0.017517,-0.274489,-0.066088,0.959157,0.062393,0.088715,-0.319103
2947,49.116667,0.009362,0.10815,-0.004271,0.994081,0.766534,0.135348,-0.247882,0.001107,0.129462,-0.001792,0.991582,0.145382,-0.020118,0.137875,0.001826,0.265054,0.001483,0.964231,0.542458,0.011384,-0.425944,,,,,,,,0.613726,0.786522,-0.055006,0.041209,-0.350206,1.651059,-0.455602,-0.013941,0.533836,-0.012447,0.845381,-0.478277,-0.016889,-0.093183,0.022955,0.035008,-0.143346,0.988787,0.166705,1.456738,-0.168998,0.09666,0.097518,-0.171818,0.975513,0.042217,1.134947,-0.472584,,,,,,,,-0.285229,0.059646,-0.12123,0.948889,0.293858,0.777994,-0.163433,0.323116,-0.576013,0.00654,0.750841,-0.114075,0.13439,-0.668768,-0.015664,-0.271074,-0.066387,0.960139,0.062594,0.088737,-0.31963
2948,49.133333,0.009818,0.107722,-0.002718,0.994129,0.766411,0.135389,-0.247971,0.001164,0.129495,-0.001826,0.991578,0.145377,-0.020123,0.137869,0.002029,0.265034,0.001759,0.964235,0.542468,0.011362,-0.425913,,,,,,,,,,,,,,,-0.013983,0.533823,-0.012473,0.845389,-0.478276,-0.016889,-0.09319,0.023969,0.037168,-0.143462,0.988667,0.172192,1.449983,-0.161769,0.113598,0.121651,-0.170859,0.971135,0.036762,1.13649,-0.466925,-0.964175,-0.169026,-0.192413,0.069095,-0.360223,1.586742,-0.185823,-0.2758,0.057159,-0.090151,0.95527,0.302317,0.764616,-0.186984,0.322615,-0.531825,0.008219,0.782953,-0.129085,0.136162,-0.669126,-0.01756,-0.266105,-0.066037,0.961519,0.062119,0.088754,-0.320623
2949,49.15,0.009602,0.107739,-0.002881,0.994129,0.766475,0.135364,-0.247905,0.001183,0.129483,-0.001778,0.991579,0.14538,-0.020135,0.137873,0.00251,0.26482,0.002223,0.964292,0.542495,0.011311,-0.425837,,,,,,,,,,,,,,,-0.014069,0.533835,-0.012407,0.845381,-0.478273,-0.016883,-0.093185,0.02732,0.040535,-0.142012,0.988657,0.177335,1.443906,-0.15558,0.128791,0.147516,-0.173227,0.965217,0.032018,1.138148,-0.461272,-0.964308,-0.167629,-0.16255,0.124853,-0.360621,1.561479,-0.11277,-0.250364,0.07165,-0.07859,0.962293,0.310566,0.752685,-0.211404,0.328303,-0.486814,-0.002391,0.809459,-0.141326,0.133262,-0.668279,-0.017377,-0.262014,-0.064945,0.96272,0.061886,0.088837,-0.321215
2950,49.166667,0.009015,0.10818,-0.003796,0.994083,0.766558,0.135304,-0.247815,0.001167,0.129472,-0.00181,0.991581,0.145391,-0.02012,0.137876,0.002258,0.264726,0.002021,0.964319,0.54248,0.011339,-0.426038,,,,,,,,,,,,,,,-0.014113,0.533848,-0.012412,0.845372,-0.478279,-0.016883,-0.093187,0.030693,0.040104,-0.14202,0.988575,0.181763,1.438391,-0.150241,0.145672,0.167757,-0.172104,0.959697,0.027044,1.13977,-0.455632,-0.952811,-0.185988,-0.136396,0.197372,-0.358258,1.528942,-0.038967,-0.222184,0.089351,-0.067891,0.968525,0.318018,0.742006,-0.236666,0.328474,-0.446017,-0.005144,0.832555,-0.153874,0.133204,-0.666306,-0.017152,-0.257571,-0.063006,0.96405,0.061583,0.089022,-0.321872
2951,49.183333,0.008832,0.108016,-0.003294,0.994105,0.766565,0.135286,-0.247776,0.001191,0.129469,-0.001747,0.991581,0.145395,-0.020116,0.137875,0.002211,0.264714,0.002008,0.964322,0.542481,0.011343,-0.42604,,,,,,,,,,,,,,,-0.014127,0.533777,-0.012376,0.845417,-0.47828,-0.016884,-0.093194,0.033962,0.040436,-0.142657,0.988363,0.185644,1.433628,-0.14563,0.155755,0.187806,-0.174637,0.953924,0.022686,1.141408,-0.450052,-0.933372,-0.194319,-0.119659,0.277016,-0.350729,1.489581,0.033492,-0.193814,0.103313,-0.054593,0.974055,0.324172,0.732649,-0.262541,0.3235,-0.411068,-0.015912,0.852125,-0.166909,0.134576,-0.66463,-0.017657,-0.254245,-0.060722,0.96507,0.061182,0.089435,-0.322458
2952,49.2,0.009309,0.107903,-0.002916,0.994114,0.766495,0.135328,-0.247871,0.001183,0.129468,-0.00185,0.991581,0.145382,-0.020118,0.137874,0.002724,0.264785,0.002382,0.964301,0.542491,0.011281,-0.425845,,,,,,,,0.522156,0.758644,0.102707,-0.37585,-0.433881,1.607356,0.015541,-0.014184,0.533776,-0.012289,0.845418,-0.478276,-0.016884,-0.09319,0.035819,0.042198,-0.142894,0.988189,0.189075,1.42974,-0.141839,0.161659,0.205777,-0.173907,0.949357,0.018402,1.14275,-0.444673,-0.902883,-0.19763,-0.113812,0.364406,-0.338245,1.443244,0.10249,-0.167742,0.101864,-0.035578,0.979909,0.329389,0.724338,-0.288569,0.327561,-0.377972,-0.022103,0.865652,-0.177115,0.133477,-0.662238,-0.01801,-0.250578,-0.057641,0.966211,0.06082,0.08985,-0.323348
2953,49.216667,0.010282,0.107971,-0.003588,0.994094,0.766554,0.135401,-0.248002,0.001182,0.129482,-0.001812,0.991579,0.145376,-0.020121,0.137875,0.00273,0.264758,0.002401,0.964308,0.542495,0.011285,-0.425868,,,,,,,,0.476852,0.710115,0.174259,-0.487834,-0.424281,1.574142,0.138635,-0.014108,0.533822,-0.012389,0.845388,-0.478277,-0.016888,-0.093189,0.036167,0.04394,-0.143642,0.987992,0.191751,1.426707,-0.138731,0.169568,0.221191,-0.17278,0.944706,0.014365,1.143754,-0.439479,-0.860373,-0.198343,-0.111222,0.456123,-0.320212,1.390627,0.16512,-0.117732,0.144731,-0.048995,0.981219,0.333067,0.717242,-0.315112,0.334022,-0.353944,-0.028326,0.873127,-0.186687,0.134623,-0.661023,-0.020969,-0.246932,-0.056,0.967186,0.060441,0.08976,-0.323927
2954,49.233333,0.008643,0.108033,-0.00329,0.994104,0.766586,0.135275,-0.24774,0.001241,0.129465,-0.001825,0.991582,0.145389,-0.020125,0.137875,0.002666,0.26476,0.002405,0.964308,0.54249,0.011283,-0.425995,,,,,,,,-0.412607,-0.629486,-0.25402,0.607434,-0.397493,1.517928,0.269056,-0.013823,0.533863,-0.012572,0.845365,-0.478282,-0.016887,-0.093193,0.034997,0.046588,-0.143393,0.987949,0.193744,1.424673,-0.13626,0.180081,0.237111,-0.170529,0.939292,0.010756,1.144358,-0.434464,-0.809492,-0.175694,-0.114606,0.54838,-0.296167,1.333687,0.218645,-0.089269,0.158313,-0.03105,0.982855,0.335837,0.712219,-0.341886,0.339875,-0.339922,-0.03653,0.87613,-0.196678,0.136842,-0.660813,-0.022414,-0.242373,-0.055178,0.968353,0.060298,0.089954,-0.324612
2955,49.25,0.009062,0.108119,-0.004017,0.994089,0.766557,0.135317,-0.247831,0.001159,0.129472,-0.001846,0.991581,0.145397,-0.02012,0.137879,0.002399,0.264883,0.002176,0.964275,0.542489,0.011323,-0.425826,,,,,,,,-0.334941,-0.508435,-0.328854,0.721916,-0.348269,1.437147,0.394086,-0.014079,0.533784,-0.01239,0.845413,-0.478278,-0.016884,-0.093195,0.033229,0.049726,-0.141307,0.988158,0.195091,1.423409,-0.134098,0.182197,0.251021,-0.168497,0.935629,0.007119,1.145005,-0.429348,-0.745486,-0.144085,-0.119137,0.639762,-0.266716,1.274548,0.261087,-0.069521,0.142647,0.007027,0.987304,0.336855,0.708893,-0.369147,,,,,,,,-0.021772,-0.236174,-0.055756,0.969866,0.060494,0.090073,-0.325363
2956,49.266667,0.009237,0.107932,-0.002901,0.994111,0.766501,0.13531,-0.247849,0.001161,0.129476,-0.00181,0.99158,0.145399,-0.020115,0.137883,0.000981,0.264511,0.000608,0.964382,0.542449,0.011468,-0.425886,,,,,,,,-0.233346,-0.357887,-0.417731,0.801852,-0.276794,1.324737,0.497802,-0.014076,0.533792,-0.01238,0.845408,-0.478279,-0.016884,-0.093193,0.031026,0.053315,-0.137643,0.988559,0.195938,1.422738,-0.132048,0.186976,0.264604,-0.165973,0.931385,0.003649,1.145802,-0.424224,-0.67774,-0.100167,-0.124915,0.717657,-0.231964,1.215004,0.295028,-0.033375,0.157731,0.022254,0.986667,0.337281,0.706083,-0.395549,,,,,,,,-0.018783,-0.230327,-0.055344,0.971357,0.061172,0.090612,-0.325886
2957,49.283333,0.009044,0.108082,-0.00406,0.994093,0.766562,0.135319,-0.247822,0.001188,0.12948,-0.001726,0.99158,0.145382,-0.020119,0.137877,0.002747,0.264763,0.002443,0.964306,0.542495,0.011283,-0.425943,,,,,,,,-0.132343,-0.18628,-0.496203,0.837596,-0.186093,1.188266,0.56255,-0.014139,0.533764,-0.012379,0.845425,-0.478282,-0.016885,-0.093194,0.029445,0.057409,-0.133993,0.98888,0.196334,1.42257,-0.130014,0.174408,0.276096,-0.161407,0.93129,0.000198,1.147031,-0.419356,-0.586597,-0.029688,-0.135822,0.797857,-0.189789,1.154615,0.32193,0.016588,0.213147,0.001067,0.976879,0.337124,0.705581,-0.420656,,,,,,,,-0.020236,-0.224273,-0.056121,0.972699,0.061537,0.090647,-0.326372
2958,49.3,0.011008,0.108012,-0.006112,0.99407,0.766602,0.135445,-0.24795,0.001164,0.129462,-0.001827,0.991582,0.145382,-0.020112,0.137875,0.002694,0.264786,0.002443,0.9643,0.542495,0.011288,-0.425856,,,,,,,,-0.061972,-0.010008,-0.599586,0.797845,-0.089072,1.046033,0.576595,-0.014176,0.533731,-0.012275,0.845446,-0.478284,-0.016889,-0.093189,0.027515,0.062245,-0.12956,0.989233,0.196129,1.423087,-0.128131,0.185616,0.28894,-0.160214,0.925415,-0.003006,1.147969,-0.414067,-0.476855,0.103838,-0.182212,0.853596,-0.137904,1.093314,0.340365,0.043055,0.227435,0.018833,0.972659,0.334213,0.706156,-0.445605,0.349362,-0.278372,-0.082469,0.890873,-0.235905,0.148655,-0.665254,-0.020992,-0.219923,-0.056543,0.973651,0.062083,0.091013,-0.32676
2959,49.316667,0.000394,0.108111,-0.000941,0.994138,0.767253,0.135017,-0.246432,0.001166,0.129475,-0.001792,0.99158,0.145384,-0.020117,0.137874,0.002418,0.264707,0.002254,0.964323,0.542475,0.011303,-0.426114,,,,,,,,-0.047954,0.172658,-0.667754,0.722491,0.00468,0.915962,0.545324,-0.014061,0.533828,-0.012393,0.845385,-0.478278,-0.016887,-0.093188,0.02542,0.066272,-0.125482,0.989554,0.195759,1.424036,-0.125969,0.173024,0.313968,-0.146147,0.922024,-0.006538,1.149439,-0.408996,-0.384283,0.280147,-0.253605,0.842335,-0.077068,1.033591,0.344209,0.073175,0.242247,0.027933,0.967048,0.330819,0.707889,-0.468845,0.359023,-0.25875,-0.090364,0.89218,-0.247168,0.153396,-0.665831,-0.021607,-0.215816,-0.057253,0.974515,0.062325,0.09119,-0.327233
2960,49.333333,-0.000199,0.105398,-0.001075,0.994429,0.767461,0.134892,-0.246444,0.001186,0.129487,-0.001826,0.991579,0.145375,-0.020123,0.137874,0.002717,0.264775,0.002456,0.964303,0.542494,0.011284,-0.425845,,,,,,,,-0.081979,0.332673,-0.723141,0.599729,0.088592,0.810303,0.484656,-0.014213,0.53376,-0.012312,0.845427,-0.478281,-0.016882,-0.093193,0.02249,0.072336,-0.122138,0.989618,0.195189,1.425372,-0.123596,0.181355,0.322794,-0.146293,0.91734,-0.009956,1.150754,-0.403084,-0.333195,0.441193,-0.2895,0.781358,-0.014598,0.975878,0.330883,0.104064,0.25172,0.04167,0.961286,0.325407,0.71231,-0.490879,0.358971,-0.256143,-0.094573,0.892517,-0.256285,0.155495,-0.66719,-0.02243,-0.211451,-0.057055,0.975464,0.062271,0.09134,-0.327664
2961,49.35,0.000335,0.107226,-0.000237,0.994235,0.767358,0.134971,-0.246314,0.001163,0.129478,-0.00184,0.99158,0.145381,-0.020117,0.137879,0.002036,0.265015,0.001755,0.96424,0.542461,0.011363,-0.425946,,,,,,,,-0.114288,0.456931,-0.703941,0.531619,0.163085,0.730017,0.406601,-0.01511,0.53273,-0.013646,0.84604,-0.47845,-0.016803,-0.09306,0.019729,0.078257,-0.11735,0.989806,0.194261,1.426807,-0.120947,0.18722,0.336153,-0.147679,0.911121,-0.013977,1.152127,-0.396667,-0.319068,0.537128,-0.257506,0.737143,0.042538,0.922933,0.304603,,,,,,,,,,,,,,,-0.012717,-0.20401,-0.060327,0.977025,0.062629,0.092515,-0.327846
2962,49.366667,0.001059,0.10716,-0.000563,0.994241,0.767291,0.135121,-0.246445,0.001128,0.129469,-0.001703,0.991581,0.145394,-0.020116,0.137883,0.002713,0.264791,0.002438,0.964299,0.542495,0.01129,-0.425894,,,,,,,,-0.137228,0.546905,-0.657923,0.4992,0.225838,0.671275,0.326882,-0.015451,0.532741,-0.010304,0.846075,-0.478566,-0.016752,-0.092634,0.017391,0.083886,-0.110863,0.990136,0.192984,1.428088,-0.117874,0.195699,0.347295,-0.144854,0.905597,-0.017705,1.15409,-0.389612,-0.305194,0.596143,-0.19893,0.71547,0.092929,0.876195,0.269853,0.170196,0.226955,0.072659,0.956162,0.313148,0.723792,-0.528389,0.369439,-0.244633,-0.104606,0.890352,-0.278498,0.165495,-0.666045,-0.016382,-0.199428,-0.059237,0.977983,0.06235,0.093036,-0.32857
2963,49.383333,0.001095,0.107198,-0.000577,0.994237,0.76729,0.13509,-0.246435,0.001162,0.129488,-0.001779,0.991579,0.145375,-0.020116,0.137874,0.002734,0.264681,0.002508,0.964329,0.542475,0.011285,-0.425822,,,,,,,,0.162872,-0.603541,0.61359,-0.482409,0.281737,0.630902,0.248713,-0.013982,0.533808,-0.012403,0.845399,-0.478284,-0.016877,-0.09319,0.01588,0.090419,-0.103731,0.99036,0.191601,1.429004,-0.114302,0.200306,0.361759,-0.137426,0.900068,-0.021355,1.15613,-0.38215,-0.286849,0.644735,-0.140606,0.694453,0.138062,0.834721,0.228828,0.194651,0.246831,0.072728,0.946518,0.305188,0.731411,-0.544239,0.368422,-0.245007,-0.113669,0.88956,-0.288414,0.169383,-0.666562,-0.016768,-0.19357,-0.05703,0.979284,0.062045,0.093206,-0.329547
2964,49.4,0.001353,0.106339,-0.002203,0.994327,0.767261,0.135207,-0.246319,0.00123,0.12991,-0.001851,0.991523,0.145294,-0.020099,0.137922,0.002436,0.264778,0.002238,0.964304,0.542481,0.011316,-0.42608,,,,,,,,-0.176551,0.642953,-0.569105,0.481208,0.328901,0.603641,0.17622,-0.014026,0.533787,-0.012453,0.845411,-0.478277,-0.016877,-0.093195,0.014229,0.09775,-0.096571,0.990412,0.190176,1.429527,-0.110241,0.201859,0.37839,-0.128029,0.89425,-0.024981,1.158243,-0.374686,-0.270067,0.677151,-0.086846,0.678961,0.17698,0.801129,0.184791,,,,,,,,0.370163,-0.235384,-0.122518,0.89026,-0.298699,0.1731,-0.666208,-0.019205,-0.188375,-0.055181,0.980358,0.061716,0.093403,-0.330699
2965,49.416667,0.000874,0.109682,0.000131,0.993966,0.767757,0.135055,-0.246024,0.001161,0.129471,-0.00179,0.991581,0.145392,-0.020119,0.137876,0.001968,0.265049,0.00171,0.964232,0.542464,0.011376,-0.425922,,,,,,,,-0.184038,0.670335,-0.5293,0.486439,0.368654,0.58767,0.110758,-0.014094,0.533734,-0.012325,0.845445,-0.478281,-0.016876,-0.093193,0.013309,0.104332,-0.089547,0.990414,0.188426,1.429841,-0.106024,0.173717,0.394815,-0.106606,0.895868,-0.027992,1.159703,-0.367252,-0.258067,0.693878,-0.034144,0.671393,0.209176,0.775724,0.142442,,,,,,,,0.373674,-0.213884,-0.130914,0.893019,-0.309065,0.176838,-0.66478,-0.022032,-0.181052,-0.055418,0.981664,0.061223,0.093563,-0.331733
2966,49.433333,0.00042,0.109409,0.000124,0.993997,0.767685,0.13506,-0.24599,0.001099,0.129639,-0.001813,0.991559,0.145366,-0.020122,0.137899,0.000834,0.265822,0.000728,0.964022,0.542415,0.011465,-0.425798,,,,,,,,-0.19118,0.692218,-0.493074,0.491083,0.401381,0.579267,0.053084,-0.01394,0.533832,-0.012408,0.845385,-0.478279,-0.016879,-0.093192,0.012919,0.109247,-0.082757,0.99048,0.186452,1.429915,-0.101772,0.260731,0.395046,-0.133605,0.870694,-0.031905,1.161385,-0.36098,-0.246467,0.700826,0.011484,0.669302,0.235823,0.75742,0.103995,,,,,,,,0.376905,-0.208268,-0.134898,0.892396,-0.317919,0.179818,-0.663769,-0.022347,-0.17618,-0.057343,0.982432,0.060552,0.093945,-0.333057
2967,49.45,0.00058,0.108833,0.0007,0.99406,0.767474,0.134996,-0.246269,0.00104,0.129727,-0.001839,0.991548,0.145338,-0.020149,0.137926,0.002392,0.264846,0.002136,0.964285,0.542481,0.011319,-0.42582,,,,,,,,-0.199706,0.708877,-0.463301,0.492913,0.427851,0.576268,0.003357,-0.013998,0.533767,-0.012456,0.845424,-0.478288,-0.016887,-0.093198,0.012536,0.113089,-0.07697,0.99052,0.184403,1.429736,-0.097691,0.158509,0.415958,-0.072612,0.892514,-0.033237,1.161911,-0.354388,-0.237148,0.704666,0.047814,0.667024,0.257821,0.74523,0.069566,,,,,,,,0.381303,-0.192113,-0.141065,0.893197,-0.327182,0.182463,-0.661788,-0.02567,-0.164367,-0.057001,0.984416,0.06069,0.094389,-0.334207
2968,49.466667,0.010654,0.108457,-0.002816,0.99404,0.766461,0.135387,-0.24814,0.00104,0.129538,-0.001847,0.991572,0.145387,-0.020161,0.137911,0.002658,0.264663,0.002437,0.964334,0.542471,0.011276,-0.425813,,,,,,,,-0.201932,0.722742,-0.434896,0.497727,0.449418,0.577693,-0.039741,-0.010919,0.533665,-0.011317,0.84555,-0.478294,-0.017076,-0.093332,0.0132,0.115335,-0.071918,0.990632,0.182327,1.42935,-0.093927,0.212158,0.425062,-0.093921,0.874923,-0.036424,1.161957,-0.350187,-0.226783,0.704083,0.081577,0.667969,0.27577,0.737005,0.039997,0.248486,0.260776,0.070562,0.9302,0.255378,0.770765,-0.594768,,,,,,,,-0.024885,-0.16509,-0.049244,0.984734,0.059937,0.093736,-0.335174
2969,49.483333,0.008344,0.108241,-0.002271,0.994087,0.766499,0.135199,-0.247697,0.00111,0.129502,-0.001836,0.991577,0.145398,-0.020134,0.137906,-0.000213,0.265804,-0.001422,0.964026,0.542082,0.011626,-0.425656,,,,,,,,-0.204465,0.733762,-0.4111,0.500783,0.466534,0.581247,-0.074941,-0.010989,0.533655,-0.01124,0.845556,-0.478292,-0.017077,-0.093326,0.014965,0.116448,-0.067814,0.990766,0.180326,1.428823,-0.090608,0.218436,0.432476,-0.090275,0.870115,-0.038506,1.161995,-0.346008,-0.218504,0.703388,0.107194,0.66784,0.289682,0.732804,0.014848,0.250446,0.261636,0.063673,0.92993,0.24571,0.777386,-0.59897,,,,,,,,-0.027455,-0.157483,-0.049532,0.985897,0.059674,0.093752,-0.33636
2970,49.5,0.008883,0.108036,-0.002132,0.994105,0.76642,0.135253,-0.247796,0.001086,0.129508,-0.001777,0.991576,0.145389,-0.020125,0.137908,0.002777,0.264668,0.002535,0.964332,0.542466,0.011272,-0.425846,,,,,,,,-0.207193,0.740898,-0.392473,0.504089,0.479355,0.585965,-0.103323,-0.010961,0.533685,-0.011281,0.845537,-0.478292,-0.01708,-0.093332,0.017877,0.116664,-0.064687,0.990901,0.178466,1.428268,-0.087833,0.211794,0.440468,-0.083202,0.868452,-0.040355,1.162074,-0.342531,-0.212404,0.708899,0.123212,0.661185,0.300251,0.731185,-0.005813,0.252765,0.257469,0.054416,0.931053,0.236338,0.783236,-0.601901,,,,,,,,-0.030198,-0.152794,-0.048772,0.986592,0.059506,0.09384,-0.337122
2971,49.516667,0.009218,0.108707,-0.003543,0.994025,0.766567,0.135229,-0.247855,0.001208,0.129431,-0.001973,0.991586,0.145411,-0.020131,0.137898,0.002082,0.265452,0.002192,0.964119,0.542409,0.011534,-0.425697,,,,,,,,-0.211895,0.745877,-0.379949,0.504388,0.488438,0.590967,-0.124968,-0.011727,0.533796,-0.011181,0.845458,-0.47828,-0.017049,-0.093304,0.02095,0.115487,-0.06244,0.991123,0.176687,1.427928,-0.08584,0.236699,0.451389,-0.089491,0.855694,-0.041634,1.161957,-0.33971,-0.208909,0.709019,0.141808,0.658437,0.308947,0.731317,-0.023158,0.257935,0.281752,0.036928,0.923429,0.228565,0.787528,-0.603139,0.392078,-0.093499,-0.184025,0.896475,-0.360926,0.189825,-0.647133,-0.030981,-0.149241,-0.047685,0.987164,0.059365,0.093739,-0.337758
2972,49.533333,0.008618,0.108167,-0.00219,0.994093,0.76648,0.135229,-0.247731,0.001109,0.129461,-0.001697,0.991582,0.145406,-0.020118,0.137907,0.001982,0.264867,0.001927,0.964281,0.542449,0.011289,-0.425813,,,,,,,,-0.216331,0.748601,-0.372361,0.504128,0.494796,0.597386,-0.141731,-0.013165,0.533354,-0.012281,0.845701,-0.47833,-0.016938,-0.093258,0.024349,0.114101,-0.061312,0.991276,0.175125,1.427881,-0.084657,0.258301,0.463318,-0.097583,0.842078,-0.042563,1.161805,-0.337932,-0.209305,0.713294,0.152781,0.6512,0.315205,0.73334,-0.036116,0.256862,0.277667,0.025949,0.925338,0.220778,0.791017,-0.603956,0.384733,-0.083789,-0.186107,0.90018,-0.367364,0.191122,-0.641622,-0.032647,-0.146786,-0.047188,0.987503,0.059265,0.093714,-0.338178
