Format Version,1.1,Take Name,Take 2015-02-20 02.11.14 PM,Capture Frame Rate,120.000000,Export Frame Rate,60.000000,Capture Start Time,2015-02-20 02.11.14.443 PM,Total Frames,2058,Rotation Type,Quaternion

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
6,0.100000,-0.009053,0.041103,-0.008078,0.999081,0.893673,0.135091,-0.170858,-0.003714,-0.108392,-0.001622,0.994100,-0.004865,-0.021243,0.097206,-0.001864,0.150883,0.003353,0.988544,0.521012,0.011923,-0.339134,-0.060235,-0.128153,0.954116,0.263838,0.380103,0.007851,-0.351659,-0.040446,-0.178123,0.298776,0.936680,-0.042490,-0.032155,-0.246728,-0.005124,0.957992,-0.002698,0.286737,-0.532705,-0.015216,-0.150715,0.050268,-0.037746,0.010382,0.997968,-0.061764,1.542391,-0.088317,-0.047997,-0.056252,-0.026353,0.996914,-0.000251,1.166384,-0.350927,-0.087784,0.067219,-0.037186,0.993173,-0.246328,0.796636,-0.207317,-0.022596,-0.064927,0.004722,0.997623,0.184212,0.823466,-0.071291,0.004148,-0.495961,-0.020714,0.868088,-0.233016,0.108326,-0.277907,-0.034192,0.099675,0.036719,0.993754,0.203257,0.100272,-0.258001
7,0.116667,-0.008439,0.041419,-0.008204,0.999073,0.893660,0.135174,-0.170675,-0.002706,-0.108462,-0.001823,0.994095,-0.004873,-0.021002,0.097213,-0.002017,0.150892,0.003292,0.988543,0.521000,0.011932,-0.339126,-0.060252,-0.128153,0.954104,0.263881,0.380107,0.007867,-0.351653,-0.039084,-0.175247,0.290131,0.939992,-0.042468,-0.032460,-0.246724,-0.005073,0.958005,-0.002705,0.286695,-0.532707,-0.015220,-0.150712,0.050298,-0.037749,0.010409,0.997966,-0.061965,1.542371,-0.088404,-0.048084,-0.056443,-0.026218,0.996903,-0.000293,1.166394,-0.351002,-0.087753,0.067328,-0.036833,0.993182,-0.246262,0.796574,-0.207357,-0.021341,-0.066193,0.005387,0.997564,0.184117,0.823463,-0.071234,0.004116,-0.495894,-0.020911,0.868121,-0.233010,0.108317,-0.277949,-0.034132,0.100979,0.037749,0.993586,0.203364,0.100341,-0.258201
8,0.133333,-0.009493,0.040322,-0.007810,0.999111,0.893752,0.134846,-0.170751,-0.003641,-0.108392,-0.001688,0.994100,-0.004854,-0.021221,0.097198,-0.001709,0.151080,0.003374,0.988514,0.521002,0.011914,-0.339146,-0.060201,-0.128182,0.954094,0.263912,0.380102,0.007859,-0.351656,-0.039548,-0.176243,0.294183,0.938526,-0.042387,-0.032312,-0.246671,-0.005089,0.958001,-0.002851,0.286707,-0.532702,-0.015205,-0.150709,0.050441,-0.037938,0.010452,0.997952,-0.062174,1.542347,-0.088508,-0.048576,-0.056563,-0.026466,0.996865,-0.000355,1.166393,-0.351091,-0.087829,0.067049,-0.036330,0.993212,-0.246183,0.796506,-0.207433,-0.022010,-0.067658,0.005208,0.997452,0.184123,0.823403,-0.071178,0.003678,-0.495926,-0.020432,0.868116,-0.233002,0.108339,-0.277940,-0.034669,0.099157,0.037535,0.993759,0.203317,0.100283,-0.258074
9,0.150000,-0.007868,0.041900,-0.008236,0.999057,0.893629,0.135256,-0.170905,-0.003668,-0.108413,-0.001651,0.994098,-0.004847,-0.021232,0.097217,-0.002162,0.150784,0.003227,0.988559,0.521010,0.011934,-0.339163,-0.060213,-0.128182,0.954122,0.263809,0.380109,0.007854,-0.351654,-0.038193,-0.176850,0.284411,0.941475,-0.042726,-0.032587,-0.246830,-0.005137,0.957992,-0.002719,0.286735,-0.532699,-0.015206,-0.150714,0.050586,-0.038065,0.010632,0.997937,-0.062373,1.542339,-0.088649,-0.048303,-0.056520,-0.026331,0.996885,-0.000420,1.166387,-0.351175,-0.087789,0.067035,-0.036261,0.993219,-0.246160,0.796437,-0.207553,-0.022573,-0.067227,0.005722,0.997466,0.184205,0.823453,-0.071174,0.004698,-0.495608,-0.022270,0.868248,-0.233041,0.108282,-0.278013,-0.034249,0.099360,0.037395,0.993759,0.203342,0.100299,-0.258140
10,0.166667,-0.007912,0.040788,-0.007792,0.999106,0.893759,0.135194,-0.170886,-0.003695,-0.108385,-0.001613,0.994101,-0.004867,-0.021242,0.097208,-0.001800,0.151002,0.003374,0.988526,0.521009,0.011927,-0.339120,-0.060260,-0.128098,0.954124,0.263830,0.380106,0.007854,-0.351660,-0.039556,-0.176200,0.291812,0.939273,-0.042418,-0.032346,-0.246762,-0.005067,0.958003,-0.002750,0.286700,-0.532708,-0.015205,-0.150715,0.050218,-0.038207,0.010766,0.997949,-0.062560,1.542364,-0.088794,-0.048935,-0.056597,-0.025989,0.996858,-0.000484,1.166381,-0.351263,-0.087751,0.066896,-0.036099,0.993238,-0.246166,0.796394,-0.207651,-0.021596,-0.066649,0.006050,0.997524,0.184254,0.823463,-0.071187,0.004475,-0.495283,-0.021792,0.868447,-0.232986,0.108281,-0.278033,-0.034475,0.099360,0.036967,0.993767,0.203311,0.100258,-0.258050
11,0.183333,-0.008691,0.039964,-0.007906,0.999132,0.893744,0.134845,-0.170823,-0.003669,-0.108451,-0.001649,0.994094,-0.004891,-0.021239,0.097215,-0.001817,0.151033,0.003390,0.988521,0.520996,0.011917,-0.339146,-0.060179,-0.128233,0.954059,0.264019,0.380097,0.007857,-0.351661,-0.039366,-0.176640,0.290140,0.939717,-0.042568,-0.032417,-0.246637,-0.005126,0.957978,-0.002798,0.286781,-0.532711,-0.015232,-0.150713,0.050002,-0.038332,0.011001,0.997953,-0.062725,1.542413,-0.088961,-0.048742,-0.056421,-0.025884,0.996881,-0.000568,1.166375,-0.351362,-0.087787,0.066550,-0.035988,0.993262,-0.246216,0.796363,-0.207740,-0.021880,-0.064647,0.005722,0.997652,0.184360,0.823445,-0.071156,0.004196,-0.495442,-0.021533,0.868364,-0.232971,0.108302,-0.278027,-0.034114,0.099179,0.039476,0.993701,0.203265,0.100181,-0.258222
12,0.200000,-0.007752,0.040497,-0.007708,0.999120,0.893793,0.135182,-0.170874,-0.003687,-0.108380,-0.001651,0.994101,-0.004833,-0.021235,0.097217,-0.001701,0.151074,0.003360,0.988515,0.521002,0.011917,-0.339142,-0.060218,-0.128146,0.954069,0.264016,0.380105,0.007866,-0.351659,-0.039088,-0.177014,0.288879,0.940046,-0.042604,-0.032520,-0.246691,-0.005175,0.958015,-0.002996,0.286655,-0.532700,-0.015239,-0.150710,0.049683,-0.038422,0.011114,0.997964,-0.062840,1.542497,-0.089110,-0.049624,-0.056384,-0.025873,0.996839,-0.000649,1.166376,-0.351431,-0.087731,0.066472,-0.035884,0.993276,-0.246281,0.796337,-0.207800,-0.021586,-0.063001,0.006006,0.997762,0.184442,0.823507,-0.071159,0.003591,-0.495910,-0.020873,0.868116,-0.232927,0.108311,-0.278044,-0.033380,0.100160,0.036635,0.993736,0.203136,0.100275,-0.258172
13,0.216667,-0.010426,0.039319,-0.007400,0.999145,0.893922,0.134739,-0.170310,-0.003611,-0.108427,-0.001733,0.994096,-0.004827,-0.021221,0.097228,-0.001966,0.151073,0.003328,0.988515,0.521032,0.011926,-0.339143,-0.060271,-0.128165,0.954086,0.263934,0.380100,0.007849,-0.351660,-0.038336,-0.176903,0.288598,0.940184,-0.042473,-0.032485,-0.246679,-0.005114,0.958018,-0.002987,0.286648,-0.532692,-0.015210,-0.150706,0.049293,-0.038770,0.011195,0.997969,-0.062904,1.542575,-0.089262,-0.048580,-0.056308,-0.025800,0.996897,-0.000716,1.166378,-0.351527,-0.087718,0.066621,-0.035785,0.993271,-0.246362,0.796329,-0.207791,-0.021660,-0.060357,0.005632,0.997926,0.184567,0.823573,-0.071254,0.003719,-0.495765,-0.021012,0.868194,-0.232906,0.108305,-0.278073,-0.034395,0.100166,0.036142,0.993719,0.203162,0.100224,-0.258052
14,0.233333,-0.009480,0.040460,-0.007862,0.999105,0.893732,0.134885,-0.170775,-0.003690,-0.108376,-0.001611,0.994102,-0.004856,-0.021242,0.097206,-0.002032,0.151186,0.003335,0.988498,0.521037,0.011932,-0.339141,-0.060269,-0.128211,0.954088,0.263904,0.380104,0.007856,-0.351664,-0.039254,-0.176677,0.289769,0.939829,-0.042553,-0.032398,-0.246723,-0.005095,0.957999,-0.002763,0.286714,-0.532708,-0.015230,-0.150716,0.048958,-0.038514,0.011261,0.997995,-0.062927,1.542654,-0.089404,-0.047744,-0.056162,-0.025788,0.996946,-0.000776,1.166373,-0.351641,-0.087679,0.067036,-0.035845,0.993244,-0.246447,0.796334,-0.207730,-0.020800,-0.059608,0.005268,0.997991,0.184682,0.823688,-0.071324,0.003414,-0.495810,-0.020743,0.868177,-0.232953,0.108310,-0.278055,-0.033643,0.099921,0.036896,0.993742,0.203351,0.100295,-0.258047
15,0.250000,-0.007823,0.040362,-0.007638,0.999125,0.893796,0.135223,-0.170830,-0.003709,-0.108379,-0.001580,0.994101,-0.004869,-0.021247,0.097205,-0.001819,0.151037,0.003393,0.988521,0.520998,0.011926,-0.339143,-0.060193,-0.128144,0.954085,0.263964,0.380100,0.007859,-0.351654,-0.039475,-0.176653,0.295901,0.937911,-0.042383,-0.032238,-0.246663,-0.005054,0.958009,-0.002773,0.286680,-0.532706,-0.015192,-0.150711,0.048701,-0.038569,0.011366,0.998004,-0.062907,1.542713,-0.089552,-0.048191,-0.055928,-0.025827,0.996937,-0.000837,1.166348,-0.351727,-0.087663,0.067895,-0.036008,0.993181,-0.246508,0.796352,-0.207603,-0.020098,-0.057872,0.005524,0.998106,0.184718,0.823729,-0.071445,0.003373,-0.495782,-0.020493,0.868198,-0.232957,0.108313,-0.278066,-0.034630,0.100573,0.035826,0.993681,0.203231,0.100198,-0.258027
